OperationType,StartTime,EndTime,Duration(ms)
Put,2024-12-11 03:16:36.123484127 +0000 UTC m=+10.641900755,2024-12-11 03:16:36.145477502 +0000 UTC m=+10.663894130,21
Get,2024-12-11 03:16:36.128827794 +0000 UTC m=+10.647244422,2024-12-11 03:16:36.149692544 +0000 UTC m=+10.668109214,20
Get,2024-12-11 03:16:36.118810211 +0000 UTC m=+10.637226880,2024-12-11 03:16:36.150204669 +0000 UTC m=+10.668621297,31
Put,2024-12-11 03:16:36.132703502 +0000 UTC m=+10.651120172,2024-12-11 03:16:36.152904419 +0000 UTC m=+10.671321047,20
Put,2024-12-11 03:16:36.145479377 +0000 UTC m=+10.663896047,2024-12-11 03:16:36.161444169 +0000 UTC m=+10.679860839,15
Get,2024-12-11 03:16:36.134958627 +0000 UTC m=+10.653375297,2024-12-11 03:16:36.165066627 +0000 UTC m=+10.683483255,30
Get,2024-12-11 03:16:36.145153211 +0000 UTC m=+10.663569880,2024-12-11 03:16:36.165688211 +0000 UTC m=+10.684104880,20
Get,2024-12-11 03:16:36.150207711 +0000 UTC m=+10.668624380,2024-12-11 03:16:36.170244752 +0000 UTC m=+10.688661422,20
Put,2024-12-11 03:16:36.149697461 +0000 UTC m=+10.668114130,2024-12-11 03:16:36.171022919 +0000 UTC m=+10.689439589,21
Put,2024-12-11 03:16:36.165690336 +0000 UTC m=+10.684106964,2024-12-11 03:16:36.181542544 +0000 UTC m=+10.699959172,15
Get,2024-12-11 03:16:36.152910336 +0000 UTC m=+10.671326964,2024-12-11 03:16:36.187730127 +0000 UTC m=+10.706146797,34
Put,2024-12-11 03:16:36.170258086 +0000 UTC m=+10.688674839,2024-12-11 03:16:36.189033627 +0000 UTC m=+10.707450297,18
Put,2024-12-11 03:16:36.181549836 +0000 UTC m=+10.699966505,2024-12-11 03:16:36.194299836 +0000 UTC m=+10.712716505,12
Get,2024-12-11 03:16:36.161450086 +0000 UTC m=+10.679866755,2024-12-11 03:16:36.196816877 +0000 UTC m=+10.715233505,35
Get,2024-12-11 03:16:36.165069877 +0000 UTC m=+10.683486505,2024-12-11 03:16:36.197861419 +0000 UTC m=+10.716278047,32
Put,2024-12-11 03:16:36.171026252 +0000 UTC m=+10.689442880,2024-12-11 03:16:36.200853752 +0000 UTC m=+10.719270380,29
Put,2024-12-11 03:16:36.187735461 +0000 UTC m=+10.706152130,2024-12-11 03:16:36.203316294 +0000 UTC m=+10.721732922,15
Get,2024-12-11 03:16:36.194309127 +0000 UTC m=+10.712725797,2024-12-11 03:16:36.219681711 +0000 UTC m=+10.738098381,25
Get,2024-12-11 03:16:36.189037294 +0000 UTC m=+10.707453922,2024-12-11 03:16:36.220208919 +0000 UTC m=+10.738625589,31
Put,2024-12-11 03:16:36.196819211 +0000 UTC m=+10.715235880,2024-12-11 03:16:36.220787294 +0000 UTC m=+10.739203964,23
Put,2024-12-11 03:16:36.200857044 +0000 UTC m=+10.719273714,2024-12-11 03:16:36.223659586 +0000 UTC m=+10.742076256,22
Put,2024-12-11 03:16:36.203318669 +0000 UTC m=+10.721735297,2024-12-11 03:16:36.229030503 +0000 UTC m=+10.747447172,25
Put,2024-12-11 03:16:36.198009711 +0000 UTC m=+10.716426422,2024-12-11 03:16:36.230031586 +0000 UTC m=+10.748448214,32
Put,2024-12-11 03:16:36.220212128 +0000 UTC m=+10.738628797,2024-12-11 03:16:36.245701294 +0000 UTC m=+10.764117964,25
Get,2024-12-11 03:16:36.219688003 +0000 UTC m=+10.738104631,2024-12-11 03:16:36.249740836 +0000 UTC m=+10.768157464,30
Put,2024-12-11 03:16:36.229033919 +0000 UTC m=+10.747450589,2024-12-11 03:16:36.252917544 +0000 UTC m=+10.771334214,23
Put,2024-12-11 03:16:36.223670294 +0000 UTC m=+10.742086922,2024-12-11 03:16:36.254439336 +0000 UTC m=+10.772856006,30
Get,2024-12-11 03:16:36.220789336 +0000 UTC m=+10.739205964,2024-12-11 03:16:36.254465919 +0000 UTC m=+10.772882547,33
Put,2024-12-11 03:16:36.230033711 +0000 UTC m=+10.748450381,2024-12-11 03:16:36.256906586 +0000 UTC m=+10.775323256,26
Put,2024-12-11 03:16:36.245708669 +0000 UTC m=+10.764125297,2024-12-11 03:16:36.260272086 +0000 UTC m=+10.778688714,14
Put,2024-12-11 03:16:36.249745211 +0000 UTC m=+10.768161881,2024-12-11 03:16:36.263593003 +0000 UTC m=+10.782009631,13
Get,2024-12-11 03:16:36.254442503 +0000 UTC m=+10.772859172,2024-12-11 03:16:36.271194878 +0000 UTC m=+10.789611506,16
Get,2024-12-11 03:16:36.256909294 +0000 UTC m=+10.775325922,2024-12-11 03:16:36.277259919 +0000 UTC m=+10.795676589,20
Get,2024-12-11 03:16:36.252945794 +0000 UTC m=+10.771362506,2024-12-11 03:16:36.281057669 +0000 UTC m=+10.799474339,28
Get,2024-12-11 03:16:36.260274419 +0000 UTC m=+10.778691089,2024-12-11 03:16:36.286793628 +0000 UTC m=+10.805210256,26
Get,2024-12-11 03:16:36.254468253 +0000 UTC m=+10.772884922,2024-12-11 03:16:36.287368419 +0000 UTC m=+10.805785047,32
Get,2024-12-11 03:16:36.263595753 +0000 UTC m=+10.782012422,2024-12-11 03:16:36.295059044 +0000 UTC m=+10.813475714,31
Put,2024-12-11 03:16:36.271199044 +0000 UTC m=+10.789615714,2024-12-11 03:16:36.295991919 +0000 UTC m=+10.814408589,24
Put,2024-12-11 03:16:36.277264378 +0000 UTC m=+10.795681047,2024-12-11 03:16:36.299027419 +0000 UTC m=+10.817444089,21
Get,2024-12-11 03:16:36.286798003 +0000 UTC m=+10.805214672,2024-12-11 03:16:36.306079461 +0000 UTC m=+10.824496131,19
Get,2024-12-11 03:16:36.287371003 +0000 UTC m=+10.805787672,2024-12-11 03:16:36.308397253 +0000 UTC m=+10.826813922,21
Put,2024-12-11 03:16:36.281061753 +0000 UTC m=+10.799478422,2024-12-11 03:16:36.308937836 +0000 UTC m=+10.827354464,27
Get,2024-12-11 03:16:36.295069003 +0000 UTC m=+10.813485672,2024-12-11 03:16:36.309607753 +0000 UTC m=+10.828024381,14
Put,2024-12-11 03:16:36.295994961 +0000 UTC m=+10.814411589,2024-12-11 03:16:36.317095169 +0000 UTC m=+10.835511839,21
Get,2024-12-11 03:16:36.306083919 +0000 UTC m=+10.824500589,2024-12-11 03:16:36.318525461 +0000 UTC m=+10.836942131,12
Put,2024-12-11 03:16:36.299166378 +0000 UTC m=+10.817583047,2024-12-11 03:16:36.330808586 +0000 UTC m=+10.849225256,31
Put,2024-12-11 03:16:36.309610253 +0000 UTC m=+10.828026922,2024-12-11 03:16:36.336464961 +0000 UTC m=+10.854881631,26
Put,2024-12-11 03:16:36.308940586 +0000 UTC m=+10.827357214,2024-12-11 03:16:36.341762503 +0000 UTC m=+10.860179172,32
Get,2024-12-11 03:16:36.318527711 +0000 UTC m=+10.836944339,2024-12-11 03:16:36.344853753 +0000 UTC m=+10.863270422,26
Put,2024-12-11 03:16:36.308400544 +0000 UTC m=+10.826817214,2024-12-11 03:16:36.346817794 +0000 UTC m=+10.865234422,38
Get,2024-12-11 03:16:36.317098294 +0000 UTC m=+10.835514922,2024-12-11 03:16:36.349896544 +0000 UTC m=+10.868313172,32
Put,2024-12-11 03:16:36.341766169 +0000 UTC m=+10.860182797,2024-12-11 03:16:36.356110836 +0000 UTC m=+10.874527506,14
Put,2024-12-11 03:16:36.330813669 +0000 UTC m=+10.849230339,2024-12-11 03:16:36.365068503 +0000 UTC m=+10.883485131,34
Put,2024-12-11 03:16:36.344857586 +0000 UTC m=+10.863274256,2024-12-11 03:16:36.367562128 +0000 UTC m=+10.885978797,22
Get,2024-12-11 03:16:36.336468836 +0000 UTC m=+10.854885506,2024-12-11 03:16:36.371295669 +0000 UTC m=+10.889712339,34
Put,2024-12-11 03:16:36.349900044 +0000 UTC m=+10.868316672,2024-12-11 03:16:36.373089628 +0000 UTC m=+10.891506256,23
Put,2024-12-11 03:16:36.346983878 +0000 UTC m=+10.865400756,2024-12-11 03:16:36.382018253 +0000 UTC m=+10.900434922,35
Put,2024-12-11 03:16:36.365073836 +0000 UTC m=+10.883490464,2024-12-11 03:16:36.382504211 +0000 UTC m=+10.900920881,17
Put,2024-12-11 03:16:36.356115003 +0000 UTC m=+10.874531672,2024-12-11 03:16:36.386500336 +0000 UTC m=+10.904916964,30
Put,2024-12-11 03:16:36.367566294 +0000 UTC m=+10.885982922,2024-12-11 03:16:36.401299336 +0000 UTC m=+10.919716006,33
Put,2024-12-11 03:16:36.382022378 +0000 UTC m=+10.900439006,2024-12-11 03:16:36.401715044 +0000 UTC m=+10.920131714,19
Get,2024-12-11 03:16:36.373091794 +0000 UTC m=+10.891508464,2024-12-11 03:16:36.401898711 +0000 UTC m=+10.920315381,28
Put,2024-12-11 03:16:36.371298961 +0000 UTC m=+10.889715631,2024-12-11 03:16:36.402772419 +0000 UTC m=+10.921189089,31
Get,2024-12-11 03:16:36.382506044 +0000 UTC m=+10.900922714,2024-12-11 03:16:36.404044211 +0000 UTC m=+10.922460881,21
Put,2024-12-11 03:16:36.386504461 +0000 UTC m=+10.904921131,2024-12-11 03:16:36.406293378 +0000 UTC m=+10.924710006,19
Put,2024-12-11 03:16:36.401901836 +0000 UTC m=+10.920318506,2024-12-11 03:16:36.426793419 +0000 UTC m=+10.945210089,24
Get,2024-12-11 03:16:36.401718503 +0000 UTC m=+10.920135131,2024-12-11 03:16:36.427662336 +0000 UTC m=+10.946078964,25
Put,2024-12-11 03:16:36.404047044 +0000 UTC m=+10.922463714,2024-12-11 03:16:36.427699544 +0000 UTC m=+10.946116172,23
Put,2024-12-11 03:16:36.401304878 +0000 UTC m=+10.919721547,2024-12-11 03:16:36.427807336 +0000 UTC m=+10.946223964,26
Get,2024-12-11 03:16:36.402774544 +0000 UTC m=+10.921191172,2024-12-11 03:16:36.431028211 +0000 UTC m=+10.949444881,28
Put,2024-12-11 03:16:36.406295711 +0000 UTC m=+10.924712381,2024-12-11 03:16:36.431925711 +0000 UTC m=+10.950342381,25
Get,2024-12-11 03:16:36.426798086 +0000 UTC m=+10.945214756,2024-12-11 03:16:36.451493669 +0000 UTC m=+10.969910339,24
Put,2024-12-11 03:16:36.427673878 +0000 UTC m=+10.946090506,2024-12-11 03:16:36.453909586 +0000 UTC m=+10.972326256,26
Put,2024-12-11 03:16:36.427701086 +0000 UTC m=+10.946117714,2024-12-11 03:16:36.454299211 +0000 UTC m=+10.972715839,26
Get,2024-12-11 03:16:36.431928086 +0000 UTC m=+10.950344714,2024-12-11 03:16:36.455083294 +0000 UTC m=+10.973499922,23
Put,2024-12-11 03:16:36.431032128 +0000 UTC m=+10.949448797,2024-12-11 03:16:36.455536794 +0000 UTC m=+10.973953464,24
Put,2024-12-11 03:16:36.427808378 +0000 UTC m=+10.946225006,2024-12-11 03:16:36.462301878 +0000 UTC m=+10.980718506,34
Put,2024-12-11 03:16:36.451498378 +0000 UTC m=+10.969915047,2024-12-11 03:16:36.468565669 +0000 UTC m=+10.986982339,17
Put,2024-12-11 03:16:36.453912586 +0000 UTC m=+10.972329256,2024-12-11 03:16:36.469131169 +0000 UTC m=+10.987547797,15
Put,2024-12-11 03:16:36.454302628 +0000 UTC m=+10.972719297,2024-12-11 03:16:36.476005836 +0000 UTC m=+10.994422464,21
Put,2024-12-11 03:16:36.455538128 +0000 UTC m=+10.973954797,2024-12-11 03:16:36.484627753 +0000 UTC m=+11.003044547,29
Get,2024-12-11 03:16:36.469134669 +0000 UTC m=+10.987551339,2024-12-11 03:16:36.487062086 +0000 UTC m=+11.005478714,17
Put,2024-12-11 03:16:36.455086878 +0000 UTC m=+10.973503506,2024-12-11 03:16:36.487244169 +0000 UTC m=+11.005660839,32
Put,2024-12-11 03:16:36.462305419 +0000 UTC m=+10.980722089,2024-12-11 03:16:36.491516919 +0000 UTC m=+11.009933589,29
Put,2024-12-11 03:16:36.468570211 +0000 UTC m=+10.986986881,2024-12-11 03:16:36.498531961 +0000 UTC m=+11.016948631,29
Put,2024-12-11 03:16:36.476010003 +0000 UTC m=+10.994426672,2024-12-11 03:16:36.500050503 +0000 UTC m=+11.018467131,24
Get,2024-12-11 03:16:36.484632586 +0000 UTC m=+11.003049214,2024-12-11 03:16:36.504222294 +0000 UTC m=+11.022638964,19
Get,2024-12-11 03:16:36.487066711 +0000 UTC m=+11.005483381,2024-12-11 03:16:36.504704128 +0000 UTC m=+11.023120756,17
Put,2024-12-11 03:16:36.491737294 +0000 UTC m=+11.010154006,2024-12-11 03:16:36.514717461 +0000 UTC m=+11.033134089,22
Put,2024-12-11 03:16:36.487246503 +0000 UTC m=+11.005663131,2024-12-11 03:16:36.518349336 +0000 UTC m=+11.036766006,31
Put,2024-12-11 03:16:36.504706086 +0000 UTC m=+11.023122714,2024-12-11 03:16:36.524842586 +0000 UTC m=+11.043259256,20
Put,2024-12-11 03:16:36.500053169 +0000 UTC m=+11.018469839,2024-12-11 03:16:36.525191294 +0000 UTC m=+11.043607922,25
Put,2024-12-11 03:16:36.504226878 +0000 UTC m=+11.022643547,2024-12-11 03:16:36.527128294 +0000 UTC m=+11.045544922,22
Put,2024-12-11 03:16:36.498536253 +0000 UTC m=+11.016952881,2024-12-11 03:16:36.527326336 +0000 UTC m=+11.045742964,28
Put,2024-12-11 03:16:36.514721503 +0000 UTC m=+11.033138172,2024-12-11 03:16:36.534391211 +0000 UTC m=+11.052807881,19
Put,2024-12-11 03:16:36.518356961 +0000 UTC m=+11.036773589,2024-12-11 03:16:36.540599503 +0000 UTC m=+11.059016172,22
Put,2024-12-11 03:16:36.524847294 +0000 UTC m=+11.043263964,2024-12-11 03:16:36.546724378 +0000 UTC m=+11.065141006,21
Put,2024-12-11 03:16:36.527131253 +0000 UTC m=+11.045547881,2024-12-11 03:16:36.548585169 +0000 UTC m=+11.067001797,21
Get,2024-12-11 03:16:36.525193961 +0000 UTC m=+11.043610589,2024-12-11 03:16:36.549549919 +0000 UTC m=+11.067966547,24
Put,2024-12-11 03:16:36.527328461 +0000 UTC m=+11.045745131,2024-12-11 03:16:36.552398003 +0000 UTC m=+11.070814631,25
Put,2024-12-11 03:16:36.534395044 +0000 UTC m=+11.052811672,2024-12-11 03:16:36.563682794 +0000 UTC m=+11.082099464,29
Get,2024-12-11 03:16:36.546730336 +0000 UTC m=+11.065146964,2024-12-11 03:16:36.568065794 +0000 UTC m=+11.086482422,21
Get,2024-12-11 03:16:36.549552461 +0000 UTC m=+11.067969089,2024-12-11 03:16:36.573899044 +0000 UTC m=+11.092315714,24
Put,2024-12-11 03:16:36.540602919 +0000 UTC m=+11.059019547,2024-12-11 03:16:36.575907753 +0000 UTC m=+11.094324381,35
Put,2024-12-11 03:16:36.548588628 +0000 UTC m=+11.067005297,2024-12-11 03:16:36.579242253 +0000 UTC m=+11.097658922,30
Put,2024-12-11 03:16:36.552400086 +0000 UTC m=+11.070816756,2024-12-11 03:16:36.579534294 +0000 UTC m=+11.097950964,27
Get,2024-12-11 03:16:36.563685544 +0000 UTC m=+11.082102214,2024-12-11 03:16:36.581185211 +0000 UTC m=+11.099601839,17
Put,2024-12-11 03:16:36.568068878 +0000 UTC m=+11.086485547,2024-12-11 03:16:36.584532711 +0000 UTC m=+11.102949339,16
Put,2024-12-11 03:16:36.573902794 +0000 UTC m=+11.092319464,2024-12-11 03:16:36.591999711 +0000 UTC m=+11.110416381,18
Get,2024-12-11 03:16:36.575910669 +0000 UTC m=+11.094327297,2024-12-11 03:16:36.594250836 +0000 UTC m=+11.112667464,18
Put,2024-12-11 03:16:36.579536169 +0000 UTC m=+11.097952797,2024-12-11 03:16:36.595573503 +0000 UTC m=+11.113990131,16
Get,2024-12-11 03:16:36.579245336 +0000 UTC m=+11.097662006,2024-12-11 03:16:36.601917294 +0000 UTC m=+11.120333964,22
Get,2024-12-11 03:16:36.581187086 +0000 UTC m=+11.099603756,2024-12-11 03:16:36.610710961 +0000 UTC m=+11.129127631,29
Put,2024-12-11 03:16:36.592002378 +0000 UTC m=+11.110419006,2024-12-11 03:16:36.611573294 +0000 UTC m=+11.129989964,19
Get,2024-12-11 03:16:36.584535044 +0000 UTC m=+11.102951672,2024-12-11 03:16:36.614265378 +0000 UTC m=+11.132682047,29
Put,2024-12-11 03:16:36.594254544 +0000 UTC m=+11.112671172,2024-12-11 03:16:36.614527794 +0000 UTC m=+11.132944422,20
Get,2024-12-11 03:16:36.595576128 +0000 UTC m=+11.113992797,2024-12-11 03:16:36.618174419 +0000 UTC m=+11.136591089,22
Put,2024-12-11 03:16:36.601921169 +0000 UTC m=+11.120337797,2024-12-11 03:16:36.621129711 +0000 UTC m=+11.139546339,19
Put,2024-12-11 03:16:36.610714294 +0000 UTC m=+11.129130922,2024-12-11 03:16:36.625399294 +0000 UTC m=+11.143815964,14
Get,2024-12-11 03:16:36.611576961 +0000 UTC m=+11.129993631,2024-12-11 03:16:36.629298628 +0000 UTC m=+11.147715256,17
Put,2024-12-11 03:16:36.614268378 +0000 UTC m=+11.132685006,2024-12-11 03:16:36.629977044 +0000 UTC m=+11.148393714,15
Put,2024-12-11 03:16:36.614529628 +0000 UTC m=+11.132946297,2024-12-11 03:16:36.634195794 +0000 UTC m=+11.152612464,19
Get,2024-12-11 03:16:36.625401753 +0000 UTC m=+11.143818422,2024-12-11 03:16:36.644027378 +0000 UTC m=+11.162444006,18
Put,2024-12-11 03:16:36.618176919 +0000 UTC m=+11.136593547,2024-12-11 03:16:36.649896044 +0000 UTC m=+11.168312756,31
Put,2024-12-11 03:16:36.629979086 +0000 UTC m=+11.148395714,2024-12-11 03:16:36.651676461 +0000 UTC m=+11.170093089,21
Put,2024-12-11 03:16:36.629301794 +0000 UTC m=+11.147718464,2024-12-11 03:16:36.653031336 +0000 UTC m=+11.171448006,23
Put,2024-12-11 03:16:36.634198628 +0000 UTC m=+11.152615297,2024-12-11 03:16:36.653364378 +0000 UTC m=+11.171781006,19
Get,2024-12-11 03:16:36.621238669 +0000 UTC m=+11.139655381,2024-12-11 03:16:36.653800419 +0000 UTC m=+11.172217047,32
Put,2024-12-11 03:16:36.649899503 +0000 UTC m=+11.168316131,2024-12-11 03:16:36.680492836 +0000 UTC m=+11.198909506,30
Put,2024-12-11 03:16:36.644036378 +0000 UTC m=+11.162453089,2024-12-11 03:16:36.701958336 +0000 UTC m=+11.220374964,57
Put,2024-12-11 03:16:36.653032919 +0000 UTC m=+11.171449589,2024-12-11 03:16:36.702129919 +0000 UTC m=+11.220546547,49
Put,2024-12-11 03:16:36.653366669 +0000 UTC m=+11.171783297,2024-12-11 03:16:36.704169669 +0000 UTC m=+11.222586339,50
Put,2024-12-11 03:16:36.651679253 +0000 UTC m=+11.170095922,2024-12-11 03:16:36.706559711 +0000 UTC m=+11.224976464,54
Put,2024-12-11 03:16:36.653802628 +0000 UTC m=+11.172219256,2024-12-11 03:16:36.711093336 +0000 UTC m=+11.229510006,57
Put,2024-12-11 03:16:36.702133211 +0000 UTC m=+11.220549839,2024-12-11 03:16:36.722527461 +0000 UTC m=+11.240944131,20
Put,2024-12-11 03:16:36.680497753 +0000 UTC m=+11.198914381,2024-12-11 03:16:36.727146711 +0000 UTC m=+11.245563339,46
Put,2024-12-11 03:16:36.711095753 +0000 UTC m=+11.229512422,2024-12-11 03:16:36.731876878 +0000 UTC m=+11.250293547,20
Get,2024-12-11 03:16:36.701962961 +0000 UTC m=+11.220379631,2024-12-11 03:16:36.735970711 +0000 UTC m=+11.254387381,34
Put,2024-12-11 03:16:36.704172711 +0000 UTC m=+11.222589381,2024-12-11 03:16:36.738113753 +0000 UTC m=+11.256530381,33
Put,2024-12-11 03:16:36.722537044 +0000 UTC m=+11.240953756,2024-12-11 03:16:36.743154669 +0000 UTC m=+11.261571339,20
Get,2024-12-11 03:16:36.706579919 +0000 UTC m=+11.224996756,2024-12-11 03:16:36.747496253 +0000 UTC m=+11.265912881,40
Put,2024-12-11 03:16:36.735974294 +0000 UTC m=+11.254390922,2024-12-11 03:16:36.748364794 +0000 UTC m=+11.266781464,12
Get,2024-12-11 03:16:36.731899961 +0000 UTC m=+11.250316631,2024-12-11 03:16:36.751869169 +0000 UTC m=+11.270285839,19
Put,2024-12-11 03:16:36.738116544 +0000 UTC m=+11.256533172,2024-12-11 03:16:36.754027503 +0000 UTC m=+11.272444172,15
Put,2024-12-11 03:16:36.727151253 +0000 UTC m=+11.245567922,2024-12-11 03:16:36.760894169 +0000 UTC m=+11.279310839,33
Put,2024-12-11 03:16:36.743160211 +0000 UTC m=+11.261576881,2024-12-11 03:16:36.765073086 +0000 UTC m=+11.283489756,21
Put,2024-12-11 03:16:36.751872544 +0000 UTC m=+11.270289214,2024-12-11 03:16:36.768957961 +0000 UTC m=+11.287374589,17
Put,2024-12-11 03:16:36.747499461 +0000 UTC m=+11.265916131,2024-12-11 03:16:36.775017336 +0000 UTC m=+11.293433964,27
Put,2024-12-11 03:16:36.748367336 +0000 UTC m=+11.266783964,2024-12-11 03:16:36.777523378 +0000 UTC m=+11.295940047,29
Put,2024-12-11 03:16:36.754030044 +0000 UTC m=+11.272446714,2024-12-11 03:16:36.779569669 +0000 UTC m=+11.297986339,25
Put,2024-12-11 03:16:36.765088836 +0000 UTC m=+11.283505506,2024-12-11 03:16:36.782863628 +0000 UTC m=+11.301280339,17
Put,2024-12-11 03:16:36.768979961 +0000 UTC m=+11.287396631,2024-12-11 03:16:36.789513044 +0000 UTC m=+11.307929714,20
Put,2024-12-11 03:16:36.775021503 +0000 UTC m=+11.293438131,2024-12-11 03:16:36.790635003 +0000 UTC m=+11.309051631,15
Put,2024-12-11 03:16:36.760896711 +0000 UTC m=+11.279313339,2024-12-11 03:16:36.790713586 +0000 UTC m=+11.309130214,29
Put,2024-12-11 03:16:36.782867086 +0000 UTC m=+11.301283756,2024-12-11 03:16:36.799093253 +0000 UTC m=+11.317509922,16
Put,2024-12-11 03:16:36.777526336 +0000 UTC m=+11.295942964,2024-12-11 03:16:36.806846961 +0000 UTC m=+11.325263631,29
Put,2024-12-11 03:16:36.789516669 +0000 UTC m=+11.307933339,2024-12-11 03:16:36.814635711 +0000 UTC m=+11.333052381,25
Put,2024-12-11 03:16:36.779572086 +0000 UTC m=+11.297988756,2024-12-11 03:16:36.817781628 +0000 UTC m=+11.336198256,38
Put,2024-12-11 03:16:36.799097044 +0000 UTC m=+11.317513672,2024-12-11 03:16:36.821834919 +0000 UTC m=+11.340251589,22
Get,2024-12-11 03:16:36.790955336 +0000 UTC m=+11.309372006,2024-12-11 03:16:36.824476336 +0000 UTC m=+11.342893006,33
Put,2024-12-11 03:16:36.790882503 +0000 UTC m=+11.309299172,2024-12-11 03:16:36.831222086 +0000 UTC m=+11.349638756,40
Put,2024-12-11 03:16:36.806849669 +0000 UTC m=+11.325266297,2024-12-11 03:16:36.832267044 +0000 UTC m=+11.350683672,25
Put,2024-12-11 03:16:36.814639878 +0000 UTC m=+11.333056547,2024-12-11 03:16:36.834247211 +0000 UTC m=+11.352663839,19
Put,2024-12-11 03:16:36.817784086 +0000 UTC m=+11.336200756,2024-12-11 03:16:36.839756919 +0000 UTC m=+11.358173589,21
Get,2024-12-11 03:16:36.831225503 +0000 UTC m=+11.349642172,2024-12-11 03:16:36.845260753 +0000 UTC m=+11.363677422,14
Put,2024-12-11 03:16:36.824478419 +0000 UTC m=+11.342895047,2024-12-11 03:16:36.851102919 +0000 UTC m=+11.369519547,26
Get,2024-12-11 03:16:36.821837586 +0000 UTC m=+11.340254256,2024-12-11 03:16:36.851743711 +0000 UTC m=+11.370160339,29
Get,2024-12-11 03:16:36.834250253 +0000 UTC m=+11.352666881,2024-12-11 03:16:36.859956794 +0000 UTC m=+11.378373464,25
Put,2024-12-11 03:16:36.851105878 +0000 UTC m=+11.369522547,2024-12-11 03:16:36.865568836 +0000 UTC m=+11.383985506,14
Put,2024-12-11 03:16:36.832269378 +0000 UTC m=+11.350686006,2024-12-11 03:16:36.866993878 +0000 UTC m=+11.385410547,34
Put,2024-12-11 03:16:36.839759878 +0000 UTC m=+11.358176547,2024-12-11 03:16:36.868073919 +0000 UTC m=+11.386490589,28
Get,2024-12-11 03:16:36.851745878 +0000 UTC m=+11.370162506,2024-12-11 03:16:36.871361961 +0000 UTC m=+11.389778631,19
Get,2024-12-11 03:16:36.845263086 +0000 UTC m=+11.363679756,2024-12-11 03:16:36.876897711 +0000 UTC m=+11.395314381,31
Get,2024-12-11 03:16:36.859960211 +0000 UTC m=+11.378376881,2024-12-11 03:16:36.880598336 +0000 UTC m=+11.399014964,20
Put,2024-12-11 03:16:36.866996086 +0000 UTC m=+11.385412714,2024-12-11 03:16:36.882380919 +0000 UTC m=+11.400797547,15
Get,2024-12-11 03:16:36.868075586 +0000 UTC m=+11.386492214,2024-12-11 03:16:36.887767419 +0000 UTC m=+11.406184089,19
Get,2024-12-11 03:16:36.871365086 +0000 UTC m=+11.389781756,2024-12-11 03:16:36.892170544 +0000 UTC m=+11.410587214,20
Put,2024-12-11 03:16:36.876900669 +0000 UTC m=+11.395317339,2024-12-11 03:16:36.893735669 +0000 UTC m=+11.412152339,16
Put,2024-12-11 03:16:36.882382753 +0000 UTC m=+11.400799381,2024-12-11 03:16:36.899436211 +0000 UTC m=+11.417852881,17
Get,2024-12-11 03:16:36.880601003 +0000 UTC m=+11.399017672,2024-12-11 03:16:36.904481419 +0000 UTC m=+11.422898089,23
Put,2024-12-11 03:16:36.865571919 +0000 UTC m=+11.383988589,2024-12-11 03:16:36.904586711 +0000 UTC m=+11.423003381,39
Put,2024-12-11 03:16:36.887769919 +0000 UTC m=+11.406186589,2024-12-11 03:16:36.905186753 +0000 UTC m=+11.423603422,17
Get,2024-12-11 03:16:36.893737253 +0000 UTC m=+11.412153922,2024-12-11 03:16:36.914072086 +0000 UTC m=+11.432488756,20
Put,2024-12-11 03:16:36.892173669 +0000 UTC m=+11.410590297,2024-12-11 03:16:36.914137044 +0000 UTC m=+11.432553714,21
Put,2024-12-11 03:16:36.904588503 +0000 UTC m=+11.423005172,2024-12-11 03:16:36.923548961 +0000 UTC m=+11.441965631,18
Get,2024-12-11 03:16:36.904483919 +0000 UTC m=+11.422900589,2024-12-11 03:16:36.929500961 +0000 UTC m=+11.447917631,25
Put,2024-12-11 03:16:36.914075711 +0000 UTC m=+11.432492339,2024-12-11 03:16:36.930879836 +0000 UTC m=+11.449296506,16
Put,2024-12-11 03:16:36.899438919 +0000 UTC m=+11.417855589,2024-12-11 03:16:36.931787253 +0000 UTC m=+11.450203881,32
Get,2024-12-11 03:16:36.905188919 +0000 UTC m=+11.423605589,2024-12-11 03:16:36.932803711 +0000 UTC m=+11.451220381,27
Put,2024-12-11 03:16:36.923551878 +0000 UTC m=+11.441968506,2024-12-11 03:16:36.94428017 +0000 UTC m=+11.462696839,20
Put,2024-12-11 03:16:36.914138878 +0000 UTC m=+11.432555547,2024-12-11 03:16:36.945739545 +0000 UTC m=+11.464156214,31
Get,2024-12-11 03:16:36.930989461 +0000 UTC m=+11.449406173,2024-12-11 03:16:36.947397336 +0000 UTC m=+11.465814006,16
Put,2024-12-11 03:16:36.931789003 +0000 UTC m=+11.450205673,2024-12-11 03:16:36.949331753 +0000 UTC m=+11.467748423,17
Put,2024-12-11 03:16:36.929503128 +0000 UTC m=+11.447919756,2024-12-11 03:16:36.952073295 +0000 UTC m=+11.470489964,22
Get,2024-12-11 03:16:36.932805961 +0000 UTC m=+11.451222589,2024-12-11 03:16:36.954854128 +0000 UTC m=+11.473270756,22
Put,2024-12-11 03:16:36.944284045 +0000 UTC m=+11.462700714,2024-12-11 03:16:36.959396253 +0000 UTC m=+11.477812923,15
